Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),AccAll,Force
302,6.05,-1.05,-23.08,0.034,0.015,-0.013,0.039370039370059055,0.16028133578141593
303,6.06,-0.91,-23.16,-0.02,-0.014,0.008,0.02569046515733026,0.10458973722526509
304,5.97,-0.90,-23.24,-0.061,-0.036,0.022,0.07416872656315464,0.30195201114758696
305,5.81,-0.98,-23.30,-0.066,-0.051,0.003,0.08346256645946133,0.339788627441436
306,5.59,-1.07,-23.34,-0.035,-0.038,-0.023,0.05655086206239477,0.23022704208531844
307,5.36,-1.07,-23.32,-0.012,-0.027,-0.035,0.04580392996239515,0.186474669466405
308,5.15,-0.98,-23.31,-0.009,-0.018,-0.031,0.03695943722515266,0.15046741285918025
309,4.97,-0.77,-23.32,-0.011,-0.019,-0.028,0.0355808937493144,0.1448551555875213
310,4.09,-0.22,-23.50,-0.069,-0.01,0.085,0.10993634521849452,0.44756735183627394
311,3.38,0.43,-23.79,-0.013,-0.042,0.037,0.05746303159423457,0.23394062107486807
312,2.59,0.79,-24.15,-0.016,-0.025,-0.001,0.029698484809835,0.12090698643355975
313,1.73,0.79,-24.44,-0.03,-0.036,0.063,0.0785175139698144,0.31965657699820993
314,1.31,0.66,-24.66,-0.08,-0.023,0.015,0.08458132181516201,0.3443432483077968
315,1.22,0.57,-24.82,0.008,-0.003,0.015,0.017262676501632067,0.07027894543961939
316,1.24,0.67,-24.87,0.037,-0.006,-0.006,0.03796050579220461,0.1545429131559338
317,1.14,0.71,-24.86,-0.023,-0.019,0.005,0.030248966924508347,0.12314808169471216
318,1.06,0.68,-24.85,-0.017,-0.01,0.003,0.019949937343260005,0.08121918741501297
319,1.01,0.64,-24.80,-0.018,-0.016,0.002,0.024166091947189144,0.09838378523079909
320,0.95,0.60,-24.73,-0.005,-0.005,0.0,0.007071067811865475,0.02878737772227613
321,0.93,0.59,-24.61,-0.008,-0.006,0.0,0.01,0.0407115
322,0.87,0.51,-24.50,-0.04,-0.03,0.0,0.05,0.2035575
323,0.81,0.45,-24.43,-0.023,-0.021,0.004,0.031400636936215164,0.12783670306287237
324,0.74,0.43,-24.33,0.003,-0.024,0.0,0.02418677324489565,0.09846798189595693
325,0.66,0.46,-24.18,-0.002,-0.015,-0.015,0.021307275752662516,0.086745115680452
326,0.64,0.31,-24.07,-0.084,0.005,-0.007,0.08443932733033821,0.3437651674609064
327,0.62,0.25,-24.06,0.012,0.01,0.003,0.01590597372058687,0.06475560491256722
328,0.58,0.20,-24.06,-0.016,-0.014,0.001,0.021283796653792764,0.08664952874708841
329,0.54,0.16,-24.06,-0.014,-0.014,0.0,0.019798989873223333,0.08060465762237318
330,0.51,0.13,-24.06,-0.013,-0.009,0.0,0.015811388300841896,0.06437053348097248
331,0.49,0.09,-24.06,-0.011,-0.011,-0.001,0.015588457268119894,0.06346294780710632
332,0.46,0.06,-24.06,-0.011,-0.009,0.0,0.014212670403551895,0.057861913113420295
333,0.44,0.02,-24.06,-0.012,-0.008,0.0,0.014422205101855958,0.05871496030042088
334,0.41,0.00,-24.06,-0.013,-0.008,0.001,0.015297058540778353,0.062276619878289786
335,0.39,-0.03,-24.06,-0.012,-0.007,0.002,0.014035668847618199,0.057141313228980826
336,0.37,-0.06,-24.06,-0.011,-0.006,0.0,0.012529964086141668,0.051011363289295654
337,0.35,-0.10,-24.06,-0.01,-0.007,0.0,0.012206555615733704,0.049694718894994265
338,0.33,-0.13,-24.06,-0.01,-0.007,0.001,0.012247448713915891,0.04986120083165868
339,0.31,-0.16,-24.06,-0.009,-0.007,0.001,0.011445523142259596,0.04659644154061015
340,0.29,-0.19,-24.06,-0.01,-0.007,0.001,0.012247448713915891,0.04986120083165868
341,0.27,-0.22,-24.06,-0.01,-0.007,0.001,0.012247448713915891,0.04986120083165868
342,0.25,-0.24,-24.06,-0.009,-0.006,0.0,0.010816653826391968,0.04403622022531566
343,0.23,-0.27,-24.06,-0.008,-0.007,0.0,0.01063014581273465,0.04327691812551467
344,0.21,-0.29,-24.06,-0.008,-0.005,0.002,0.009643650760992955,0.03926074879561647
345,0.20,-0.31,-24.06,-0.007,-0.006,0.002,0.009433981132056605,0.038407152285772246
346,0.18,-0.33,-24.06,-0.005,-0.006,0.0,0.0078102496759066544,0.031796697968067375
347,0.16,-0.34,-24.06,-0.004,-0.002,0.001,0.00458257569495584,0.018656353040519467
348,0.15,-0.36,-24.06,-0.003,-0.004,0.002,0.005385164807134504,0.021923813704565635
349,0.14,-0.37,-24.06,-0.003,-0.004,0.0,0.005,0.02035575
350,0.13,-0.37,-24.06,-0.003,-0.001,0.0,0.0031622776601683794,0.012874106696194498
351,0.12,-0.39,-24.06,-0.004,-0.002,0.002,0.004898979485566356,0.01994448033266347
352,0.12,-0.40,-24.06,-0.005,-0.002,-0.001,0.005477225575051661,0.022298606899871568
353,0.11,-0.41,-24.06,-0.003,-0.002,0.0,0.0036055512754639895,0.01467874007510522
354,0.10,-0.42,-24.06,-0.002,-0.001,0.001,0.002449489742783178,0.009972240166331735
355,0.10,-0.43,-24.06,-0.003,-0.003,0.0,0.004242640687119285,0.017272426633365676
356,0.09,-0.44,-24.06,-0.003,-0.002,0.0,0.0036055512754639895,0.01467874007510522
357,0.08,-0.46,-24.06,-0.004,-0.003,0.0,0.005,0.02035575
358,0.07,-0.47,-24.06,-0.004,-0.002,0.0,0.004472135954999579,0.018206736293196538
359,0.06,-0.48,-24.06,-0.005,-0.004,-0.001,0.00648074069840786,0.02638406749432316
360,0.05,-0.50,-24.06,-0.004,-0.002,0.0,0.004472135954999579,0.018206736293196538
361,0.04,-0.51,-24.06,-0.003,-0.004,0.0,0.005,0.02035575
362,0.03,-0.52,-24.06,-0.004,-0.003,0.0,0.005,0.02035575
363,0.02,-0.53,-24.06,-0.001,-0.001,0.0,0.001414213562373095,0.0057574755444552254
364,0.01,-0.53,-24.06,-0.002,-0.002,0.0,0.00282842712474619,0.011514951088910451
365,0.01,-0.54,-24.06,0.0,-0.001,0.002,0.0022360679774997894,0.009103368146598269
366,0.00,-0.54,-24.06,-0.003,0.0,0.003,0.004242640687119285,0.017272426633365676
367,0.00,-0.55,-24.06,-0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
368,0.00,-0.55,-24.06,0.0,0.0,0.0,0.0,0.0
369,0.00,-0.56,-24.06,-0.002,0.0,0.0,0.002,0.0081423
370,0.00,-0.56,-24.06,0.0,0.0,0.002,0.002,0.0081423
371,0.00,-0.57,-24.06,-0.001,0.0,-0.001,0.001414213562373095,0.0057574755444552254
372,0.00,-0.57,-24.06,-0.001,-0.001,0.002,0.0024494897427831783,0.009972240166331737
373,0.00,-0.58,-24.06,-0.002,-0.001,0.001,0.002449489742783178,0.009972240166331735
374,0.00,-0.58,-24.06,-0.002,-0.001,0.001,0.002449489742783178,0.009972240166331735
375,0.00,-0.59,-24.06,-0.002,-0.003,0.003,0.00469041575982343,0.019095386120605157
376,-0.01,-0.59,-24.06,-0.002,-0.003,0.002,0.00412310562561766,0.016785781467733338
377,-0.02,-0.60,-24.06,-0.004,-0.001,0.0,0.00412310562561766,0.016785781467733338
378,-0.03,-0.61,-24.06,-0.002,-0.002,0.001,0.003,0.01221345
379,-0.03,-0.62,-24.06,-0.002,-0.001,0.0,0.0022360679774997894,0.009103368146598269
380,-0.04,-0.63,-24.06,-0.001,-0.002,0.0,0.0022360679774997894,0.009103368146598269
381,-0.05,-0.63,-24.06,-0.002,-0.002,0.002,0.0034641016151377548,0.01410287729046807
382,-0.05,-0.64,-24.06,-0.001,-0.002,0.001,0.002449489742783178,0.009972240166331735
383,-0.06,-0.64,-24.06,0.0,-0.001,0.0,0.001,0.00407115
384,-0.05,-0.65,-24.06,-0.001,0.0,0.0,0.001,0.00407115
385,-0.05,-0.65,-24.06,0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
386,-0.05,-0.65,-24.06,0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
387,-0.05,-0.64,-24.06,0.003,0.001,0.0,0.0031622776601683794,0.012874106696194498
388,-0.05,-0.63,-24.06,0.002,0.0,0.0,0.002,0.0081423
389,-0.04,-0.63,-24.06,0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
390,-0.04,-0.63,-24.06,0.0,0.0,0.0,0.0,0.0
391,-0.04,-0.62,-24.06,0.0,0.0,0.0,0.0,0.0
392,-0.04,-0.62,-24.06,0.001,0.0,0.0,0.001,0.00407115
393,-0.04,-0.62,-24.06,-0.001,-0.001,0.0,0.001414213562373095,0.0057574755444552254
394,-0.04,-0.62,-24.06,-0.001,-0.002,0.0,0.0022360679774997894,0.009103368146598269
395,-0.05,-0.63,-24.06,-0.003,0.0,0.0,0.003,0.01221345
396,-0.06,-0.64,-24.06,-0.002,-0.001,0.001,0.002449489742783178,0.009972240166331735
397,-0.06,-0.65,-24.06,-0.003,-0.001,0.0,0.0031622776601683794,0.012874106696194498
398,-0.07,-0.66,-24.06,-0.003,-0.003,0.001,0.0043588989435406735,0.017745731433995614
399,-0.07,-0.67,-24.06,-0.003,0.0,0.001,0.0031622776601683794,0.012874106696194498
400,-0.08,-0.68,-24.06,-0.003,-0.001,0.0,0.0031622776601683794,0.012874106696194498
401,-0.08,-0.68,-24.06,-0.001,-0.003,0.0,0.0031622776601683794,0.012874106696194498
402,-0.08,-0.69,-24.06,-0.001,0.0,0.003,0.0031622776601683794,0.012874106696194498
403,-0.08,-0.69,-24.06,0.0,0.0,0.0,0.0,0.0
404,-0.08,-0.69,-24.06,0.0,0.0,-0.001,0.001,0.00407115
405,-0.07,-0.68,-24.06,0.002,0.0,-0.001,0.0022360679774997894,0.009103368146598269
406,-0.07,-0.68,-24.06,0.001,0.0,0.0,0.001,0.00407115
407,-0.07,-0.67,-24.06,0.002,0.001,0.0,0.0022360679774997894,0.009103368146598269
408,-0.07,-0.67,-24.06,0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
409,-0.07,-0.66,-24.06,0.0,0.0,0.002,0.002,0.0081423
410,-0.07,-0.66,-24.06,0.0,-0.002,0.001,0.0022360679774997894,0.009103368146598269
411,-0.07,-0.65,-24.06,0.0,0.0,0.0,0.0,0.0
412,-0.07,-0.65,-24.06,0.001,-0.001,-0.001,0.0017320508075688774,0.007051438645234035
413,-0.07,-0.66,-24.06,-0.002,0.0,0.0,0.002,0.0081423
414,-0.07,-0.66,-24.06,-0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
415,-0.07,-0.67,-24.06,-0.002,-0.001,0.002,0.0029999999999999996,0.012213449999999999
416,-0.07,-0.68,-24.06,-0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
417,-0.07,-0.69,-24.06,-0.003,0.0,0.001,0.0031622776601683794,0.012874106696194498
418,-0.08,-0.69,-24.06,-0.001,0.0,0.002,0.0022360679774997894,0.009103368146598269
419,-0.08,-0.70,-24.06,-0.002,-0.002,0.001,0.003,0.01221345
420,-0.08,-0.70,-24.06,0.0,0.0,0.0,0.0,0.0
421,-0.08,-0.71,-24.06,-0.001,0.0,0.0,0.001,0.00407115
422,-0.09,-0.71,-24.06,0.0,0.0,0.0,0.0,0.0
423,-0.09,-0.71,-24.06,0.001,-0.001,-0.001,0.0017320508075688774,0.007051438645234035
424,-0.09,-0.70,-24.06,0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
425,-0.09,-0.69,-24.06,0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
426,-0.09,-0.69,-24.06,0.001,0.001,-0.001,0.0017320508075688774,0.007051438645234035
427,-0.09,-0.68,-24.06,0.002,0.0,0.0,0.002,0.0081423
428,-0.09,-0.67,-24.06,0.002,0.002,0.0,0.00282842712474619,0.011514951088910451
429,-0.08,-0.67,-24.06,0.001,0.0,0.0,0.001,0.00407115
430,-0.08,-0.67,-24.06,0.001,0.002,0.002,0.0029999999999999996,0.012213449999999999
431,-0.08,-0.67,-24.06,0.0,0.001,0.002,0.0022360679774997894,0.009103368146598269
432,-0.08,-0.67,-24.06,-0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
433,-0.07,-0.67,-24.06,0.0,0.001,0.0,0.001,0.00407115
434,-0.08,-0.68,-24.06,-0.001,0.0,0.003,0.0031622776601683794,0.012874106696194498
435,-0.08,-0.68,-24.06,-0.001,0.0,0.0,0.001,0.00407115
436,-0.08,-0.69,-24.06,-0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
437,-0.08,-0.69,-24.06,-0.001,-0.001,0.0,0.001414213562373095,0.0057574755444552254
438,-0.09,-0.70,-24.06,-0.001,0.0,0.0,0.001,0.00407115
439,-0.09,-0.70,-24.06,0.0,-0.001,0.0,0.001,0.00407115
440,-0.10,-0.70,-24.06,0.0,-0.002,0.002,0.00282842712474619,0.011514951088910451
441,-0.10,-0.70,-24.06,0.0,-0.001,0.002,0.0022360679774997894,0.009103368146598269
442,-0.10,-0.70,-24.06,0.0,0.0,-0.001,0.001,0.00407115
443,-0.10,-0.70,-24.06,0.002,0.0,0.0,0.002,0.0081423
444,-0.10,-0.69,-24.06,0.0,0.001,0.002,0.0022360679774997894,0.009103368146598269
445,-0.09,-0.69,-24.06,0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
446,-0.09,-0.68,-24.06,0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
447,-0.08,-0.68,-24.06,0.002,0.001,0.0,0.0022360679774997894,0.009103368146598269
448,-0.08,-0.68,-24.06,0.0,0.001,0.0,0.001,0.00407115
449,-0.08,-0.67,-24.06,0.002,0.0,0.002,0.00282842712474619,0.011514951088910451
450,-0.07,-0.67,-24.06,0.0,0.0,0.0,0.0,0.0
451,-0.07,-0.67,-24.06,0.0,0.0,0.0,0.0,0.0
452,-0.07,-0.67,-24.06,-0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
453,-0.08,-0.68,-24.06,0.0,-0.001,0.0,0.001,0.00407115
454,-0.08,-0.68,-24.06,-0.001,-0.001,0.0,0.001414213562373095,0.0057574755444552254
455,-0.09,-0.69,-24.06,-0.002,-0.002,0.0,0.00282842712474619,0.011514951088910451
456,-0.09,-0.70,-24.06,-0.002,-0.001,0.001,0.002449489742783178,0.009972240166331735
457,-0.10,-0.71,-24.06,-0.001,0.0,0.002,0.0022360679774997894,0.009103368146598269
458,-0.10,-0.71,-24.06,-0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
459,-0.10,-0.72,-24.06,-0.002,-0.001,0.002,0.0029999999999999996,0.012213449999999999
460,-0.11,-0.72,-24.06,0.0,0.0,0.001,0.001,0.00407115
461,-0.10,-0.72,-24.06,0.0,0.001,0.002,0.0022360679774997894,0.009103368146598269
462,-0.10,-0.72,-24.06,0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
463,-0.10,-0.72,-24.06,0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
464,-0.10,-0.71,-24.06,0.003,0.002,0.0,0.0036055512754639895,0.01467874007510522
465,-0.09,-0.70,-24.06,0.002,0.0,0.0,0.002,0.0081423
466,-0.08,-0.69,-24.06,0.003,0.001,0.001,0.0033166247903554003,0.013502477015255388
467,-0.08,-0.68,-24.06,0.004,0.002,0.0,0.004472135954999579,0.018206736293196538
468,-0.08,-0.68,-24.06,0.002,0.0,0.0,0.002,0.0081423
469,-0.08,-0.67,-24.06,0.002,0.0,0.0,0.002,0.0081423
470,-0.08,-0.67,-24.06,0.0,0.0,0.001,0.001,0.00407115
471,-0.07,-0.67,-24.06,0.0,0.0,0.001,0.001,0.00407115
472,-0.07,-0.67,-24.06,0.0,0.0,0.001,0.001,0.00407115
473,-0.08,-0.67,-24.06,-0.002,0.0,0.0,0.002,0.0081423
474,-0.08,-0.68,-24.06,-0.001,-0.001,0.0,0.001414213562373095,0.0057574755444552254
475,-0.09,-0.69,-24.06,-0.001,0.0,0.0,0.001,0.00407115
476,-0.09,-0.70,-24.06,-0.004,-0.001,0.001,0.004242640687119285,0.017272426633365676
477,-0.09,-0.70,-24.06,-0.002,0.0,0.002,0.00282842712474619,0.011514951088910451
478,-0.10,-0.71,-24.06,0.0,-0.002,0.0,0.002,0.0081423
479,-0.10,-0.71,-24.06,-0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
480,-0.10,-0.72,-24.06,0.0,0.0,-0.001,0.001,0.00407115
481,-0.10,-0.72,-24.06,0.0,0.0,0.0,0.0,0.0
482,-0.09,-0.71,-24.06,0.0,0.001,0.001,0.001414213562373095,0.0057574755444552254
483,-0.09,-0.71,-24.06,0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
484,-0.09,-0.70,-24.06,0.003,0.0,0.002,0.0036055512754639895,0.01467874007510522
485,-0.09,-0.70,-24.06,0.001,0.002,0.0,0.0022360679774997894,0.009103368146598269
486,-0.08,-0.69,-24.06,0.002,0.002,0.0,0.00282842712474619,0.011514951088910451
487,-0.08,-0.69,-24.06,0.002,0.0,0.0,0.002,0.0081423
488,-0.08,-0.68,-24.06,0.002,0.0,0.0,0.002,0.0081423
489,-0.08,-0.68,-24.06,0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
490,-0.08,-0.68,-24.06,0.0,-0.001,0.001,0.001414213562373095,0.0057574755444552254
491,-0.08,-0.68,-24.06,0.0,-0.001,0.0,0.001,0.00407115
492,-0.08,-0.68,-24.06,-0.002,0.0,0.0,0.002,0.0081423
493,-0.08,-0.69,-24.06,0.0,0.0,0.0,0.0,0.0
494,-0.09,-0.69,-24.06,-0.002,0.0,0.002,0.00282842712474619,0.011514951088910451
495,-0.09,-0.70,-24.06,-0.003,0.0,0.0,0.003,0.01221345
496,-0.09,-0.70,-24.06,0.0,0.0,0.0,0.0,0.0
497,-0.09,-0.71,-24.06,-0.002,-0.002,0.0,0.00282842712474619,0.011514951088910451
498,-0.09,-0.71,-24.06,-0.001,0.0,0.0,0.001,0.00407115
499,-0.09,-0.71,-24.06,0.0,0.0,0.003,0.003,0.01221345
500,-0.09,-0.71,-24.06,0.0,0.0,0.001,0.001,0.00407115
501,-0.09,-0.71,-24.06,0.0,0.0,0.0,0.0,0.0
502,-0.09,-0.71,-24.06,0.0,0.001,0.002,0.0022360679774997894,0.009103368146598269
503,-0.09,-0.71,-24.06,0.001,0.0,0.002,0.0022360679774997894,0.009103368146598269
504,-0.09,-0.70,-24.06,0.002,0.001,0.0,0.0022360679774997894,0.009103368146598269
505,-0.09,-0.70,-24.06,0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
506,-0.09,-0.69,-24.06,0.001,0.0,0.0,0.001,0.00407115
507,-0.08,-0.69,-24.06,0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
508,-0.08,-0.68,-24.06,0.0,0.001,0.001,0.001414213562373095,0.0057574755444552254
509,-0.08,-0.68,-24.06,0.0,0.0,0.0,0.0,0.0
510,-0.08,-0.68,-24.06,-0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
511,-0.08,-0.68,-24.06,-0.001,0.0,0.002,0.0022360679774997894,0.009103368146598269
512,-0.08,-0.69,-24.06,-0.001,0.0,0.003,0.0031622776601683794,0.012874106696194498
513,-0.08,-0.70,-24.06,0.0,0.0,0.0,0.0,0.0
514,-0.08,-0.70,-24.06,-0.002,0.0,0.002,0.00282842712474619,0.011514951088910451
515,-0.08,-0.71,-24.06,-0.002,0.0,-0.001,0.0022360679774997894,0.009103368146598269
516,-0.09,-0.71,-24.06,0.0,-0.001,0.001,0.001414213562373095,0.0057574755444552254
517,-0.09,-0.71,-24.06,0.0,0.0,0.0,0.0,0.0
518,-0.09,-0.71,-24.06,0.0,0.0,0.0,0.0,0.0
519,-0.09,-0.71,-24.06,0.0,0.0,0.001,0.001,0.00407115
520,-0.09,-0.71,-24.06,0.001,0.0,0.002,0.0022360679774997894,0.009103368146598269
521,-0.09,-0.70,-24.06,0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
522,-0.09,-0.70,-24.06,0.003,0.0,0.001,0.0031622776601683794,0.012874106696194498
523,-0.09,-0.70,-24.06,0.0,0.0,0.002,0.002,0.0081423
524,-0.09,-0.69,-24.06,0.001,0.001,0.0,0.001414213562373095,0.0057574755444552254
525,-0.08,-0.69,-24.06,0.001,0.002,0.0,0.0022360679774997894,0.009103368146598269
526,-0.08,-0.69,-24.06,0.0,0.0,0.0,0.0,0.0
527,-0.08,-0.69,-24.06,0.0,0.0,0.001,0.001,0.00407115
528,-0.08,-0.69,-24.06,0.0,0.0,0.001,0.001,0.00407115
529,-0.08,-0.69,-24.06,0.0,0.0,0.0,0.0,0.0
530,-0.08,-0.69,-24.06,0.0,0.0,0.002,0.002,0.0081423
531,-0.08,-0.70,-24.06,0.0,0.0,0.0,0.0,0.0
532,-0.08,-0.70,-24.06,0.0,0.0,0.001,0.001,0.00407115
533,-0.08,-0.70,-24.06,0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
534,-0.08,-0.70,-24.06,0.0,0.0,0.0,0.0,0.0
535,-0.08,-0.71,-24.06,-0.001,-0.001,0.002,0.0024494897427831783,0.009972240166331737
536,-0.09,-0.71,-24.06,0.0,-0.001,0.001,0.001414213562373095,0.0057574755444552254
537,-0.09,-0.71,-24.06,0.001,0.0,0.001,0.001414213562373095,0.0057574755444552254
538,-0.09,-0.71,-24.06,-0.002,0.0,0.001,0.0022360679774997894,0.009103368146598269
